code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
6146.T,2023-10-06,2023-10-24,27507.48854778343,28344.539247828474,460,po_break,372197.3556277301,3.0429920877400374,10,6146.T:2023-10-06,0.1
4519.T,2023-10-18,2023-10-24,4321.9191558831335,4222.696157471313,2981,po_break,-308519.50739019114,-2.2958087560882467,3,4519.T:2023-10-18,0.1
6762.T,2023-10-18,2023-10-25,1109.6887450720958,1087.928123664207,11640,po_break,-266083.76336387,-1.9609662172859976,4,6762.T:2023-10-18,0.1
4507.T,2023-10-18,2023-10-27,2178.8829898032486,2130.075099156605,5902,po_break,-300779.90591701044,-2.240041841395568,6,4507.T:2023-10-18,0.1
7751.T,2023-10-26,2023-10-30,3361.440772367336,3166.1642529943215,3761,po_break,-746710.1506121008,-5.809310132080325,1,7751.T:2023-10-26,0.1
1605.T,2023-10-26,2023-10-30,1966.787513405947,1954.7227271110523,6421,po_break,-90058.0014266987,-0.6134260164180949,1,1605.T:2023-10-26,0.1
7453.T,2023-10-23,2023-11-02,970.432354074006,1023.7528395703125,13009,replaced,693646.1958214521,5.494508223315098,7,7453.T:2023-10-23,0.1
1925.T,2023-11-01,2023-11-07,3882.383352791458,3939.970524814516,3302,replaced,190152.84202013744,1.4832943269667664,2,1925.T:2023-11-01,0.1
8630.T,2023-11-01,2023-11-08,2038.7000065735858,2012.7384495483589,6289,replaced,-163272.2321316524,-1.2734368441416843,3,8630.T:2023-11-01,0.1
5019.T,2023-10-25,2023-11-09,611.5982297537427,594.1143572524671,20717,stop_sma20_break,-374702.7604414289,-2.8587186245315532,9,5019.T:2023-10-25,0.1
9432.T,2023-11-07,2023-11-09,163.121501834021,154.97772188131972,78162,stop_sma20_break,-648965.7644250556,-4.992462588400947,1,9432.T:2023-11-07,0.1
7974.T,2023-11-08,2023-11-10,6281.546269254455,6753.41837823158,999,rsi_half,464889.27202672884,7.5120374626028275,1,7974.T:2023-11-08,0.1
9735.T,2023-10-31,2023-11-13,4913.530674609374,5094.8914876850895,2585,po_break,455881.81615595944,3.6910487607800135,7,9735.T:2023-10-31,0.1
8031.T,2023-11-08,2023-11-13,2635.5357851621093,2646.1374871640623,4778,replaced,50654.932165331775,0.4022598388395915,2,8031.T:2023-11-08,0.1
7974.T,2023-11-08,2023-11-13,6281.546269254455,6647.035387708261,999,replaced,365123.62933535175,5.818457793469145,2,7974.T:2023-11-08,0.1
9735.T,2023-11-10,2023-11-14,5073.962989651989,5185.700921662159,2535,po_break,270251.5336381902,2.2021826378720633,1,9735.T:2023-11-10,0.1
8630.T,2023-11-10,2023-11-14,2001.3236060538918,2024.144957227152,6425,po_break,133695.36352865613,1.1403128961366749,1,8630.T:2023-11-10,0.1
8593.T,2023-11-10,2023-11-14,897.4991256357256,866.694517343079,14345,po_break,-454545.7848622802,-3.4322716772371975,1,8593.T:2023-11-10,0.1
8630.T,2023-11-13,2023-11-15,2013.9881478202835,2017.671198798749,6429,po_break,10718.565770847285,0.1828735180220198,1,8630.T:2023-11-13,0.1
8725.T,2023-11-13,2023-11-15,1689.6625727695596,1722.657591898226,7669,po_break,239954.26002632402,1.9527578855335292,1,8725.T:2023-11-13,0.1
2914.T,2023-10-24,2023-11-16,3048.026655819532,3320.973250949654,4149,max_holding_days,1119242.9328882825,8.954862471723812,15,2914.T:2023-10-24,0.1
4507.T,2023-11-14,2023-11-16,2224.0545038499495,2205.5229132417617,5852,po_break,-121407.81176152534,-0.833234553204909,1,4507.T:2023-11-14,0.1
8802.T,2023-11-14,2023-11-17,1913.8538483563761,1894.1411114102846,6796,po_break,-146907.3271589255,-1.0300022106192186,2,8802.T:2023-11-14,0.1
8802.T,2023-11-16,2023-11-20,1878.6354844163131,1869.5856681289438,6907,po_break,-75451.56284717526,-0.4817228441834298,1,8802.T:2023-11-16,0.1
8031.T,2023-11-15,2023-11-21,2685.5719098267987,2590.134746816207,4847,replaced,-462583.92911233736,-3.553699778485786,3,8031.T:2023-11-15,0.1
8725.T,2023-11-20,2023-11-22,1620.690564404787,1624.666426065131,8052,po_break,18947.83084545784,0.24531898609554403,1,8725.T:2023-11-20,0.1
7751.T,2023-11-15,2023-11-22,3432.063122778968,3392.2535743476656,3795,replaced,-151077.23629679327,-1.159930543441423,4,7751.T:2023-11-15,0.1
9434.T,2023-11-01,2023-11-24,155.21139281337398,160.222476407097,82684,po_break,401295.7688420811,3.2285539758981185,14,9434.T:2023-11-01,0.1
4507.T,2023-11-21,2023-11-24,2222.48583774659,2202.392133862824,5850,po_break,-130490.9357869887,-0.9041094229936375,1,4507.T:2023-11-21,0.1
7751.T,2023-11-22,2023-11-28,3399.0448727948074,3454.4966713104086,3847,po_break,200140.2817294316,1.6313935411510716,2,7751.T:2023-11-22,0.1
6762.T,2023-11-06,2023-11-29,1130.0395695413545,1268.4192731096764,11380,max_holding_days,1561113.7957928192,12.245562659764708,15,6762.T:2023-11-06,0.1
8604.T,2023-11-28,2023-11-30,537.4977460289238,522.2841885400437,24632,po_break,-387792.62237224454,-2.8304411695265763,1,8604.T:2023-11-28,0.1
4661.T,2023-11-29,2023-12-01,5001.54242591399,4971.780972010725,2615,po_break,-90866.32229982386,-0.5950455153407197,1,4661.T:2023-11-29,0.1
9433.T,2023-11-30,2023-12-04,2119.4774331833296,2127.7315920625338,6197,po_break,37991.045409703926,0.3894431122489994,1,9433.T:2023-11-30,0.1
8766.T,2023-11-13,2023-12-05,3205.514936093671,3418.8754770235514,4037,po_break,847965.1716850494,6.656045758123574,14,8766.T:2023-11-13,0.1
8306.T,2023-11-17,2023-12-05,1157.5796851216085,1148.3324179308406,11249,po_break,-116992.11125256597,-0.7988449788488117,10,8306.T:2023-11-17,0.1
7309.T,2023-11-27,2023-12-06,21771.73327951002,21838.793342397836,609,po_break,27560.17294230928,0.308014350657726,6,7309.T:2023-11-27,0.1
8306.T,2023-12-04,2023-12-06,1176.1084169384137,1146.4833414451869,11163,po_break,-343668.2636303095,-2.51890685132119,1,8306.T:2023-12-04,0.1
4188.T,2023-12-04,2023-12-11,880.0774814878959,869.0986679100708,14879,po_break,-176366.7631879045,-1.24748261474249,4,4188.T:2023-12-04,0.1
7309.T,2023-12-05,2023-12-11,21757.280443174444,21492.680267966058,600,po_break,-171735.09333837414,-1.2161454456565357,3,7309.T:2023-12-05,0.1
8802.T,2023-12-05,2023-12-11,1918.6783560496267,1855.6227931766539,6818,po_break,-442779.42028564104,-3.286406117740237,3,8802.T:2023-12-05,0.1
5108.T,2023-11-22,2023-12-13,2705.177796464396,2756.4371295028945,4836,replaced,247890.13457417837,1.8948600386079262,13,5108.T:2023-11-22,0.1
8630.T,2023-11-21,2023-12-14,2010.2812873072637,2174.2758558962573,6462,max_holding_days,1046212.598092386,8.15779212712373,15,8630.T:2023-11-21,0.1
8801.T,2023-12-01,2023-12-14,1107.1073411352388,1105.2109650657653,11913,po_break,-35769.20210652397,-0.17129107531063115,8,8801.T:2023-12-01,0.1
4568.T,2023-12-08,2023-12-14,3908.609806355365,3909.3925227791387,3332,po_break,-10416.780756323904,0.020025442869764376,3,4568.T:2023-12-08,0.1
3563.T,2023-12-12,2023-12-14,2800.576594014438,2856.9931623319476,4695,po_break,251594.64324768487,2.0144626088101525,1,3563.T:2023-12-12,0.1
8725.T,2023-12-13,2023-12-15,1698.99937632334,1622.8628847459238,7715,po_break,-600207.11619184,-4.481254827896208,1,8725.T:2023-12-13,0.1
4578.T,2023-12-13,2023-12-15,5411.156345207204,5143.321764681581,2422,po_break,-661476.8270241345,-4.949673663797405,1,4578.T:2023-12-13,0.1
9434.T,2023-12-14,2023-12-18,163.16399279934447,156.47958686664487,79033,po_break,-540919.8495949189,-4.096740842153778,1,9434.T:2023-12-14,0.1
6971.T,2023-12-08,2023-12-19,1895.4652975118884,1890.039561498417,6884,po_break,-50380.47444145025,-0.28624823786504994,6,6971.T:2023-12-08,0.1
7532.T,2023-12-08,2023-12-19,656.9669390200628,634.0804013557771,19852,stop_sma20_break,-467158.48161197023,-3.4836665751283413,6,7532.T:2023-12-08,0.1
4901.T,2023-12-13,2023-12-19,2797.577797955074,2681.298220485997,4699,po_break,-559270.3537325207,-4.156437670976409,3,4901.T:2023-12-13,0.1
8601.T,2023-12-14,2023-12-19,865.1963071605217,842.5673974221709,14930,po_break,-350598.07844828704,-2.6154653633019276,2,8601.T:2023-12-14,0.1
2897.T,2023-12-15,2023-12-19,4673.335495586775,4504.5311853067415,2734,po_break,-474057.128058394,-3.612073441751462,1,2897.T:2023-12-15,0.1
6701.T,2023-12-13,2023-12-20,1614.7897690181665,1609.6124391224093,8098,po_break,-54981.622036602275,-0.3206194388329031,4,6701.T:2023-12-13,0.1
3769.T,2023-12-18,2023-12-21,8626.865442142145,8693.885778542775,1464,replaced,98117.77249052259,0.7768793526468754,2,3769.T:2023-12-18,0.1
9022.T,2023-12-18,2023-12-21,3557.277845214843,3462.1491707057057,3552,replaced,-337897.0518564562,-2.6741986048995914,2,9022.T:2023-12-18,0.1
6758.T,2023-12-20,2023-12-25,2585.906524745336,2576.8085842314927,4915,po_break,-57403.75000585009,-0.3518278958184351,2,6758.T:2023-12-20,0.1
7453.T,2023-12-19,2023-12-26,1131.6853928905707,1129.9091429093207,11186,po_break,-32518.230528991022,-0.15695616400182022,4,7453.T:2023-12-19,0.1
3563.T,2023-12-20,2023-12-27,2847.9186716479658,2812.2066469042716,4480,po_break,-172668.55156530702,-1.2539692618058207,4,3563.T:2023-12-20,0.1
