code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
6861.T,2025-10-09,2025-10-20,59025.21249593253,59464.13683239329,241,po_break,91502.79849298013,0.7436217811007673,5,6861.T:2025-10-09,0.1
8035.T,2025-10-16,2025-10-20,29419.55988045454,30187.21711306859,479,po_break,353431.99133218045,2.6093430212192237,1,8035.T:2025-10-16,0.1
6861.T,2025-10-17,2025-10-21,58068.692330913465,60657.3947375113,244,po_break,617158.8045875235,4.458000176490473,1,6861.T:2025-10-17,0.1
5802.T,2025-10-17,2025-10-21,4380.832230505551,4527.201448576898,3242,po_break,460089.08239351417,3.341128132050275,1,5802.T:2025-10-17,0.1
5802.T,2025-10-22,2025-11-04,4481.814041830187,6274.057240199257,1601,rsi_half,2860771.2856276156,39.98923609149101,7,5802.T:2025-10-22,0.1
6861.T,2025-10-22,2025-11-04,60181.0068234375,56053.400059085136,238,po_break,-996202.3043348828,-6.858653555701011,7,6861.T:2025-10-22,0.1
7011.T,2025-10-16,2025-11-06,4212.221791362958,4482.731718001401,3344,trail_sma10,890047.2324112938,6.422024765958789,13,7011.T:2025-10-16,0.1
7011.T,2025-11-07,2025-11-11,4504.6821761264155,4383.115289959785,3336,po_break,-420371.9784253124,-2.6986784286558985,1,7011.T:2025-11-07,0.1
5802.T,2025-10-22,2025-11-14,4481.814041830187,6002.3460354423805,1601,max_holding_days,2425979.151631265,33.926708681364005,15,5802.T:2025-10-22,0.1
8035.T,2025-10-28,2025-11-17,30555.08662734747,31998.44827265625,474,po_break,669328.2321050599,4.723801515970627,12,8035.T:2025-10-28,0.1
8035.T,2025-11-14,2025-11-18,31735.239642857137,32265.681318073974,472,po_break,235264.253355567,1.6714594916765524,1,8035.T:2025-11-14,0.1
8035.T,2025-12-10,2025-12-15,33500.51263974043,30484.139177655346,447,stop_sma20_break,-1362619.5072332206,-9.003962102080997,2,8035.T:2025-12-10,0.1
6857.T,2025-12-09,2025-12-16,20442.62392950332,19483.949544679963,734,po_break,-718320.0509253688,-4.689585779836081,4,6857.T:2025-12-09,0.1
6857.T,2025-12-15,2025-12-17,19777.86525689267,19234.539779691517,746,po_break,-419872.43307070626,-2.7471391383445787,1,6857.T:2025-12-15,0.1
4063.T,2025-12-24,2026-01-21,4882.408539754413,5382.6971815025645,3013,max_holding_days,1491905.2958181063,10.246759108227277,15,4063.T:2025-12-24,0.1
